GetBattleInfo, GetBattleInfo, GetBattleInfo, GetBattleInfo, GetBattleInfo, GetBattleInfo, GetBattleInfo, GetBattleInfo, GetBattleInfo, GetBattleInfo, GetBattleInfo, GetBattleInfo, GetBattleInfo, GetBattleInfo, GetBattleInfo, GetBattleInfo, GetBattleInfo, GetBattleInfo, GetBattleInfo, GetBattleInfo, GetBattleInfo, GetBattleInfo
GetBattleInfo, killed, killed, killed, killed, killed, killed, killed, killed, killed, killed, GetBattleInfo, GetBattleInfo, killed, killed, GetBattleInfo, killed, killed, GetBattleInfo, killed, killed, GetBattleInfo
GetBattleInfo, killed, killed, killed, killed, killed, killed, killed, killed, killed, killed, GetBattleInfo, GetBattleInfo, killed, killed, GetBattleInfo, killed, killed, GetBattleInfo, killed, killed, GetBattleInfo (killed)
GetBattleInfo, killed, killed, killed, killed, killed, killed, killed, killed, killed, killed, Shoot, GetBattleInfo, killed, killed, GetBattleInfo, killed, killed, RotateRight90, killed, killed, killed
GetBattleInfo, killed, killed, killed, killed, killed, killed, killed, killed, killed, killed, GetBattleInfo, GetBattleInfo, killed, killed, GetBattleInfo, killed, killed, MoveForward, killed, killed, killed
GetBattleInfo, killed, killed, killed, killed, killed, killed, killed, killed, killed, killed, GetBattleInfo, GetBattleInfo, killed, killed, MoveForward (killed), killed, killed, MoveForward (killed), killed, killed, killed
GetBattleInfo, killed, killed, killed, killed, killed, killed, killed, killed, killed, killed, MoveForward, GetBattleInfo, killed, killed, killed, killed, killed, killed, killed, killed, killed
GetBattleInfo, killed, killed, killed, killed, killed, killed, killed, killed, killed, killed, MoveForward, GetBattleInfo, killed, killed, killed, killed, killed, killed, killed, killed, killed
GetBattleInfo, killed, killed, killed, killed, killed, killed, killed, killed, killed, killed, MoveForward, GetBattleInfo, killed, killed, killed, killed, killed, killed, killed, killed, killed
GetBattleInfo, killed, killed, killed, killed, killed, killed, killed, killed, killed, killed, RotateRight45, GetBattleInfo, killed, killed, killed, killed, killed, killed, killed, killed, killed
GetBattleInfo, killed, killed, killed, killed, killed, killed, killed, killed, killed, killed, Shoot, GetBattleInfo, killed, killed, killed, killed, killed, killed, killed, killed, killed
GetBattleInfo, killed, killed, killed, killed, killed, killed, killed, killed, killed, killed, GetBattleInfo, GetBattleInfo, killed, killed, killed, killed, killed, killed, killed, killed, killed
GetBattleInfo, killed, killed, killed, killed, killed, killed, killed, killed, killed, killed, GetBattleInfo, GetBattleInfo, killed, killed, killed, killed, killed, killed, killed, killed, killed
GetBattleInfo, killed, killed, killed, killed, killed, killed, killed, killed, killed, killed, MoveForward, RotateRight90, killed, killed, killed, killed, killed, killed, killed, killed, killed
GetBattleInfo, killed, killed, killed, killed, killed, killed, killed, killed, killed, killed, RotateRight45, RotateRight90, killed, killed, killed, killed, killed, killed, killed, killed, killed
GetBattleInfo, killed, killed, killed, killed, killed, killed, killed, killed, killed, killed, Shoot, MoveForward, killed, killed, killed, killed, killed, killed, killed, killed, killed
GetBattleInfo, killed, killed, killed, killed, killed, killed, killed, killed, killed, killed, GetBattleInfo, RotateLeft45, killed, killed, killed, killed, killed, killed, killed, killed, killed
GetBattleInfo, killed, killed, killed, killed, killed, killed, killed, killed, killed, killed, RotateRight45, MoveForward, killed, killed, killed, killed, killed, killed, killed, killed, killed
GetBattleInfo, killed, killed, killed, killed, killed, killed, killed, killed, killed, killed, MoveForward, GetBattleInfo, killed, killed, killed, killed, killed, killed, killed, killed, killed
GetBattleInfo, killed, killed, killed, killed, killed, killed, killed, killed, killed, killed, RotateLeft45, RotateLeft45, killed, killed, killed, killed, killed, killed, killed, killed, killed
GetBattleInfo, killed, killed, killed, killed, killed, killed, killed, killed, killed, killed, Shoot, MoveForward, killed, killed, killed, killed, killed, killed, killed, killed, killed
GetBattleInfo, killed, killed, killed, killed, killed, killed, killed, killed, killed, killed, GetBattleInfo, MoveForward, killed, killed, killed, killed, killed, killed, killed, killed, killed
GetBattleInfo, killed, killed, killed, killed, killed, killed, killed, killed, killed, killed, RotateRight45, MoveForward, killed, killed, killed, killed, killed, killed, killed, killed, killed
GetBattleInfo, killed, killed, killed, killed, killed, killed, killed, killed, killed, killed, MoveForward, RotateLeft45, killed, killed, killed, killed, killed, killed, killed, killed, killed
GetBattleInfo, killed, killed, killed, killed, killed, killed, killed, killed, killed, killed, MoveForward, GetBattleInfo, killed, killed, killed, killed, killed, killed, killed, killed, killed
GetBattleInfo, killed, killed, killed, killed, killed, killed, killed, killed, killed, killed, MoveForward, GetBattleInfo, killed, killed, killed, killed, killed, killed, killed, killed, killed
GetBattleInfo, killed, killed, killed, killed, killed, killed, killed, killed, killed, killed, RotateLeft45, RotateLeft90, killed, killed, killed, killed, killed, killed, killed, killed, killed
GetBattleInfo, killed, killed, killed, killed, killed, killed, killed, killed, killed, killed, GetBattleInfo, RotateLeft45, killed, killed, killed, killed, killed, killed, killed, killed, killed
GetBattleInfo, killed, killed, killed, killed, killed, killed, killed, killed, killed, killed, RotateRight45, MoveForward, killed, killed, killed, killed, killed, killed, killed, killed, killed
GetBattleInfo, killed, killed, killed, killed, killed, killed, killed, killed, killed, killed, MoveForward, RotateLeft45, killed, killed, killed, killed, killed, killed, killed, killed, killed
GetBattleInfo, killed, killed, killed, killed, killed, killed, killed, killed, killed, killed, RotateLeft45 (killed), DoNothing (killed), killed, killed, killed, killed, killed, killed, killed, killed, killed
Player 1 wins with 1 tanks still alive
